n_instances,n_features,n_num_features,n_cat_features,missing_values_pct,class_entropy,n_classes,mean_skewness,mean_kurtosis,avg_correlation,max_correlation,mean_corr_with_target,max_corr_with_target,mean_mutual_info,max_mutual_info,pca_fraction_95,feature_to_instance_ratio,task_type,best_model
824,24,24,0,0.0,1.0,2,1.7118963419132485,15.991182549777813,0.0772685953557049,0.7499390616862203,0.1289607688483935,0.4292111775869415,0.0782763806199125,0.2275790328754412,0.8333333333333334,0.029126213592233,classification,LogisticRegression
121656,22,22,0,0.0,1.0,2,1.0993628895665422,4.579775068819367,0.093760292732175,0.3275077984835491,0.0810126407372761,0.6612649214878201,0.0545637097205328,0.4509734037977388,0.8636363636363636,0.0001808377720786,classification,GradientBoosting
1083,17,17,0,0.0,1.584962500721156,3,0.0972872742689803,-0.3779201687572339,0.0639544560668557,0.4717731230749459,0.163961076082636,0.4596935534805695,0.1233868537352202,0.2863863067113203,0.9411764705882352,0.015697137580794,classification,GradientBoosting
32823,72,72,0,0.0,1.584962500721156,3,2.056494256211891,109.8257363634362,0.0174300528155597,0.2199839430579516,0.0388380987078556,0.4715961547447222,0.0300413252777648,0.2561446922637687,0.9305555555555556,0.0021935837674801,classification,GradientBoosting
25492,32,32,8,0.8824372466319971,1.0,2,11.184311345474365,1101.4224589570606,0.065894270236576,0.9366892556468174,0.0,0.0,0.0343447073203028,0.2783931167527622,0.7586206896551724,0.0012552957790679,classification,GradientBoosting
29810,25,25,0,0.0,3.4594316186372978,11,21.845916633487946,1525.8828001914826,0.0618514652470384,0.8427604930558936,0.0854912112464711,0.3391047007067297,0.1215405889537546,0.6899276814288227,0.8,0.0008386447500838,classification,GradientBoosting
184,87,87,0,0.0,1.0,2,1.1402689725450892,13.660708551304207,0.0124491553772272,0.3666574903405639,0.0636259773630354,0.2135052727995484,0.0192429328981959,0.1002909527171092,0.942528735632184,0.4728260869565217,classification,SVC
7170,26,26,0,0.0,1.0,2,0.1189941423529343,0.963760530542556,0.0278148300640505,0.109624090067097,0.0514418696859488,0.2782854938045015,0.0265468150776469,0.0848426420552734,0.9615384615384616,0.003626220362622,classification,RandomForest
3004,47,47,72,0.0,1.0,2,0.6278460992781334,5.998945825385428,0.2865730284293883,0.9250502746728744,0.3144620611729107,0.6006373355012317,0.418375725095164,0.5316903760610874,0.4468085106382978,0.0156458055925432,classification,RandomForest
80428,31,31,12,7.527221043693817,2.0,4,1.101878501969979,23.210419816554168,0.0224151583534632,0.1617839288933217,0.0638852072868961,0.4811264337259592,0.0452555506482819,0.167906253164265,0.935483870967742,0.0003854379071964,classification,RandomForest
