n_instances,n_features,n_num_features,n_cat_features,missing_values_pct,mean_skewness,mean_kurtosis,avg_correlation,max_correlation,mean_corr_with_target,max_corr_with_target,pca_fraction_95,var_mean,var_std,mean_feature_entropy,feature_to_instance_ratio,task_type,best_model
3044,2,2,5,0.0,1.707826916369476,5.485174290506246,0.0216469803578717,0.0216469803578717,0.1525078059836775,0.2961481241205512,1.0,7.129142468584783e-29,4.930380657631324e-32,1.5072919475419309,0.0006570302233902,regression,RandomForest
17405,15,15,2,0.0,2.047131405078792,6.2460642094555405,0.0881597985761809,0.5752415479901327,0.1363571735013952,0.9662449704004256,0.8666666666666667,0.004176880176499,0.1323210086696587,0.9972067577323152,0.0008618213157138,regression,PolynomialRegression
259443,18,18,0,0.0,1.9181591036070755,16.553850178062007,0.0311109014080027,0.300475409991036,0.099855462235782,0.3067004520486233,0.9444444444444444,0.5396657092551607,0.1299313706339579,0.9161105403388698,6.937940125576717e-05,regression,GradientBoosting
276195,40,40,8,0.0,1.8098086042786776,6.777270917831904,0.0605603014681696,0.6995211806133584,0.1702038678990441,0.5426918661548049,0.8,0.2679493014848957,0.1275675421339936,0.9071044904156692,0.0001448252140697,regression,GradientBoosting
272687,15,15,0,0.0,0.6192369925058029,0.917172917027926,0.1425190497568881,0.5585760276615841,0.2768888688906725,0.4766932278077337,0.9333333333333332,7.277211416266602e-31,4.930380657631324e-32,1.6406755279850394,5.500812286614324e-05,regression,GradientBoosting
490668,10,10,0,0.0,-0.0029257490393626,-0.736014729992292,0.0280029157672173,0.1601047002109174,0.1721176716452683,0.6074504029239985,1.0,1.2082721521708226,0.1663501201319445,1.1363619336477548,2.0380379401142933e-05,regression,GradientBoosting
6229,9,9,0,0.0,0.5142589381041058,0.2150692847099275,0.0677960919388892,0.3088961800231071,0.1309616563290998,0.4574502169545769,1.0,0.0041682000470046,0.055572341915067,1.8047061965449955,0.0014448547118317,regression,GradientBoosting
39884,9,9,0,0.0,-0.0173231696477987,-0.833831217574006,0.2890824756315979,0.6463275934560341,0.2815207353066686,0.5937987683184496,0.8888888888888888,1.9138281109813323e-31,4.930380657631324e-32,2.035430018277373,0.0002256543977534,regression,RandomForest
74252,13,13,6,0.0,0.8831805712508584,-0.1748389374370215,0.095285229918535,0.8815889872052399,0.0896835785171377,0.1939843270633463,0.8461538461538461,0.4195626966482946,0.3888332600612363,0.816952568866846,0.0001750794591391,regression,GradientBoosting
124002,10,10,0,0.0,0.0157099574806567,-1.5446387255081833,0.0302263663612463,0.2790042876519965,0.0029290511201813,0.0064823222276192,1.0,0.0046021679945397,0.0035478320313023,1.053030296661866,8.064386058289383e-05,regression,GradientBoosting
131256,36,36,0,1.3577190537132666e-05,0.0028491366379383,-0.020001548218053,0.3875102469957434,0.8233547909791367,0.3735830306683829,0.6071420945647718,0.7222222222222222,2.141367102617963e-31,9.860761315262648e-33,1.8275974274361528,0.0002742731760833,regression,RandomForest
76052,63,63,0,0.0,-0.0093244090696141,0.254855763528131,1.9526270368538514e-16,1.1454541422991711e-15,0.0342787685962628,0.3560028007052614,0.9523809523809524,4.904247413346084e-34,0.4503441101278765,1.514908052366549,0.0008283805817072,regression,PolynomialRegression
55112,11,11,3,0.0,0.3523726924004762,-0.6575069518221098,0.0504414693227544,0.671898245462066,0.0031774201326667,0.0070220819128289,0.9090909090909092,0.0518464725486561,0.0870793250481091,1.5051199348390203,0.0001995935549426,regression,GradientBoosting
