n_instances,n_features,n_num_features,n_cat_features,missing_values_pct,mean_skewness,mean_kurtosis,avg_correlation,max_correlation,mean_corr_with_target,max_corr_with_target,pca_fraction_95,var_mean,var_std,mean_feature_entropy,feature_to_instance_ratio,best_model
2500,9,4,5,0.0,0.005092891516251337,-1.2127439263113242,0.012307634602433512,0.03583995381328549,0.013610773785677245,0.03680514654127632,1.0,5525731814.810149,1921908071.9800174,2.2962194402608627,0.0036,
